bit_position,zeros_count,ones_count,majority,stability
51655,9,11,1,0.55
51656,0,20,1,1.0
51657,20,0,0,1.0
51658,20,0,0,1.0
51659,0,20,1,1.0
51660,4,16,1,0.8
51661,13,7,0,0.65
51662,0,20,1,1.0
51663,19,1,0,0.95
51664,20,0,0,1.0
51665,20,0,0,1.0
51666,0,20,1,1.0
51667,0,20,1,1.0
51668,7,13,1,0.65
51669,0,20,1,1.0
51670,0,20,1,1.0
51671,0,20,1,1.0
51672,20,0,0,1.0
51673,0,20,1,1.0
51674,0,20,1,1.0
51675,19,1,0,0.95
51676,20,0,0,1.0
51677,20,0,0,1.0
51678,0,20,1,1.0
51679,0,20,1,1.0
51680,20,0,0,1.0
51681,11,9,0,0.55
51682,20,0,0,1.0
51683,19,1,0,0.95
51684,0,20,1,1.0
51685,20,0,0,1.0
51686,20,0,0,1.0
51687,0,20,1,1.0
51688,20,0,0,1.0
51689,20,0,0,1.0
51690,20,0,0,1.0
51691,14,6,0,0.7
51692,0,20,1,1.0
51693,20,0,0,1.0
51694,0,20,1,1.0
51695,7,13,1,0.65
51696,0,20,1,1.0
51697,1,19,1,0.95
51698,20,0,0,1.0
51699,17,3,0,0.85
51700,20,0,0,1.0
51701,0,20,1,1.0
51702,20,0,0,1.0
51703,2,18,1,0.9
51704,20,0,0,1.0
51705,20,0,0,1.0
51706,0,20,1,1.0
51707,0,20,1,1.0
51708,20,0,0,1.0
51709,3,17,1,0.85
51710,20,0,0,1.0
51711,0,20,1,1.0
51712,10,10,equal,0.5
51713,14,6,0,0.7
51714,0,20,1,1.0
51715,20,0,0,1.0
51716,0,20,1,1.0
51717,7,13,1,0.65
51718,20,0,0,1.0
51719,20,0,0,1.0
51720,0,20,1,1.0
51721,0,20,1,1.0
51722,0,20,1,1.0
51723,20,0,0,1.0
51724,20,0,0,1.0
51725,0,20,1,1.0
51726,20,0,0,1.0
51727,20,0,0,1.0
51728,0,20,1,1.0
51729,5,15,1,0.75
51730,0,20,1,1.0
51731,0,20,1,1.0
51732,18,2,0,0.9
51733,0,20,1,1.0
51734,20,0,0,1.0
51735,20,0,0,1.0
51736,19,1,0,0.95
51737,0,20,1,1.0
51738,0,20,1,1.0
51739,16,4,0,0.8
51740,20,0,0,1.0
51741,19,1,0,0.95
51742,0,20,1,1.0
51743,20,0,0,1.0
51744,0,20,1,1.0
51745,5,15,1,0.75
51746,0,20,1,1.0
51747,0,20,1,1.0
51748,20,0,0,1.0
51749,12,8,0,0.6
51750,20,0,0,1.0
51751,20,0,0,1.0
51752,0,20,1,1.0
51753,20,0,0,1.0
51754,20,0,0,1.0
51755,0,20,1,1.0
51756,20,0,0,1.0
51757,20,0,0,1.0
51758,19,1,0,0.95
51759,0,20,1,1.0
51760,0,20,1,1.0
51761,0,20,1,1.0
51762,20,0,0,1.0
51763,0,20,1,1.0
51764,0,20,1,1.0
51765,20,0,0,1.0
51766,0,20,1,1.0
51767,20,0,0,1.0
51768,20,0,0,1.0
51769,0,20,1,1.0
51770,20,0,0,1.0
51771,1,19,1,0.95
51772,0,20,1,1.0
51773,20,0,0,1.0
51774,0,20,1,1.0
51775,20,0,0,1.0
51776,20,0,0,1.0
51777,20,0,0,1.0
51778,19,1,0,0.95
51779,20,0,0,1.0
51780,19,1,0,0.95
51781,0,20,1,1.0
51782,0,20,1,1.0
51783,20,0,0,1.0
51784,20,0,0,1.0
51785,19,1,0,0.95
51786,0,20,1,1.0
51787,7,13,1,0.65
51788,0,20,1,1.0
51789,6,14,1,0.7
51790,20,0,0,1.0
51791,20,0,0,1.0
51792,0,20,1,1.0
51793,0,20,1,1.0
51794,20,0,0,1.0
51795,0,20,1,1.0
51796,20,0,0,1.0
51797,0,20,1,1.0
51798,4,16,1,0.8
51799,0,20,1,1.0
51800,19,1,0,0.95
51801,0,20,1,1.0
51802,0,20,1,1.0
51803,20,0,0,1.0
51804,20,0,0,1.0
51805,0,20,1,1.0
51806,0,20,1,1.0
51807,0,20,1,1.0
51808,20,0,0,1.0
51809,0,20,1,1.0
51810,20,0,0,1.0
51811,20,0,0,1.0
51812,0,20,1,1.0
51813,20,0,0,1.0
51814,0,20,1,1.0
51815,0,20,1,1.0
51816,19,1,0,0.95
51817,0,20,1,1.0
51818,20,0,0,1.0
51819,20,0,0,1.0
51820,20,0,0,1.0
51821,0,20,1,1.0
51822,0,20,1,1.0
51823,0,20,1,1.0
51824,0,20,1,1.0
51825,0,20,1,1.0
51826,20,0,0,1.0
51827,20,0,0,1.0
51828,0,20,1,1.0
51829,20,0,0,1.0
51830,20,0,0,1.0
51831,0,20,1,1.0
51832,1,19,1,0.95
51833,20,0,0,1.0
51834,20,0,0,1.0
51835,0,20,1,1.0
51836,3,17,1,0.85
51837,0,20,1,1.0
51838,20,0,0,1.0
51839,20,0,0,1.0
51840,0,20,1,1.0
51841,20,0,0,1.0
51842,0,20,1,1.0
51843,0,20,1,1.0
51844,3,17,1,0.85
51845,9,11,1,0.55
51846,0,20,1,1.0
51847,0,20,1,1.0
51848,1,19,1,0.95
51849,0,20,1,1.0
51850,20,0,0,1.0
51851,0,20,1,1.0
51852,20,0,0,1.0
51853,1,19,1,0.95
51854,6,14,1,0.7
51855,11,9,0,0.55
51856,0,20,1,1.0
51857,20,0,0,1.0
51858,11,9,0,0.55
51859,0,20,1,1.0
51860,0,20,1,1.0
51861,20,0,0,1.0
51862,20,0,0,1.0
51863,20,0,0,1.0
51864,16,4,0,0.8
51865,1,19,1,0.95
51866,20,0,0,1.0
51867,20,0,0,1.0
51868,20,0,0,1.0
51869,0,20,1,1.0
51870,0,20,1,1.0
51871,1,19,1,0.95
51872,0,20,1,1.0
51873,0,20,1,1.0
51874,20,0,0,1.0
51875,0,20,1,1.0
51876,18,2,0,0.9
51877,0,20,1,1.0
51878,20,0,0,1.0
51879,20,0,0,1.0
51880,20,0,0,1.0
51881,0,20,1,1.0
51882,20,0,0,1.0
51883,20,0,0,1.0
51884,20,0,0,1.0
51885,0,20,1,1.0
51886,20,0,0,1.0
51887,20,0,0,1.0
51888,18,2,0,0.9
51889,20,0,0,1.0
51890,20,0,0,1.0
51891,19,1,0,0.95
51892,20,0,0,1.0
51893,19,1,0,0.95
51894,3,17,1,0.85
51895,2,18,1,0.9
51896,17,3,0,0.85
51897,0,20,1,1.0
51898,0,20,1,1.0
51899,8,12,1,0.6
51900,0,20,1,1.0
51901,15,5,0,0.75
51902,11,9,0,0.55
51903,20,0,0,1.0
51904,1,19,1,0.95
51905,3,17,1,0.85
51906,20,0,0,1.0
51907,1,19,1,0.95
51908,3,17,1,0.85
51909,0,20,1,1.0
51910,0,20,1,1.0
51911,20,0,0,1.0
51912,0,20,1,1.0
51913,20,0,0,1.0
51914,4,16,1,0.8
51915,20,0,0,1.0
51916,0,20,1,1.0
51917,0,20,1,1.0
51918,0,20,1,1.0
51919,0,20,1,1.0
51920,0,20,1,1.0
51921,0,20,1,1.0
51922,20,0,0,1.0
51923,15,5,0,0.75
51924,0,20,1,1.0
51925,20,0,0,1.0
51926,10,10,equal,0.5
51927,20,0,0,1.0
51928,13,7,0,0.65
51929,0,20,1,1.0
51930,0,20,1,1.0
51931,18,2,0,0.9
51932,0,20,1,1.0
51933,20,0,0,1.0
51934,0,20,1,1.0
51935,0,20,1,1.0
51936,20,0,0,1.0
51937,0,20,1,1.0
51938,0,20,1,1.0
51939,18,2,0,0.9
51940,0,20,1,1.0
51941,0,20,1,1.0
51942,20,0,0,1.0
51943,20,0,0,1.0
51944,0,20,1,1.0
51945,20,0,0,1.0
51946,6,14,1,0.7
51947,20,0,0,1.0
51948,3,17,1,0.85
51949,0,20,1,1.0
51950,0,20,1,1.0
51951,20,0,0,1.0
51952,2,18,1,0.9
51953,20,0,0,1.0
51954,0,20,1,1.0
51955,20,0,0,1.0
51956,10,10,equal,0.5
51957,2,18,1,0.9
51958,0,20,1,1.0
51959,20,0,0,1.0
51960,7,13,1,0.65
51961,20,0,0,1.0
51962,20,0,0,1.0
51963,20,0,0,1.0
51964,1,19,1,0.95
51965,20,0,0,1.0
51966,20,0,0,1.0
51967,1,19,1,0.95
51968,20,0,0,1.0
51969,2,18,1,0.9
51970,0,20,1,1.0
51971,20,0,0,1.0
51972,0,20,1,1.0
51973,0,20,1,1.0
51974,0,20,1,1.0
51975,0,20,1,1.0
51976,0,20,1,1.0
51977,0,20,1,1.0
51978,18,2,0,0.9
51979,0,20,1,1.0
51980,5,15,1,0.75
51981,0,20,1,1.0
51982,0,20,1,1.0
51983,0,20,1,1.0
51984,0,20,1,1.0
51985,9,11,1,0.55
51986,8,12,1,0.6
51987,20,0,0,1.0
51988,20,0,0,1.0
51989,20,0,0,1.0
51990,0,20,1,1.0
51991,0,20,1,1.0
51992,1,19,1,0.95
51993,0,20,1,1.0
51994,19,1,0,0.95
51995,0,20,1,1.0
51996,0,20,1,1.0
51997,20,0,0,1.0
51998,20,0,0,1.0
51999,0,20,1,1.0
52000,19,1,0,0.95
52001,17,3,0,0.85
52002,20,0,0,1.0
52003,0,20,1,1.0
52004,15,5,0,0.75
52005,15,5,0,0.75
52006,20,0,0,1.0
52007,20,0,0,1.0
52008,20,0,0,1.0
52009,0,20,1,1.0
52010,20,0,0,1.0
52011,19,1,0,0.95
52012,20,0,0,1.0
52013,20,0,0,1.0
52014,10,10,equal,0.5
52015,20,0,0,1.0
52016,20,0,0,1.0
52017,20,0,0,1.0
52018,0,20,1,1.0
52019,1,19,1,0.95
52020,0,20,1,1.0
52021,0,20,1,1.0
52022,20,0,0,1.0
52023,15,5,0,0.75
52024,0,20,1,1.0
52025,20,0,0,1.0
52026,0,20,1,1.0
52027,0,20,1,1.0
52028,19,1,0,0.95
52029,10,10,equal,0.5
52030,0,20,1,1.0
52031,0,20,1,1.0
52032,20,0,0,1.0
52033,20,0,0,1.0
52034,0,20,1,1.0
52035,17,3,0,0.85
52036,18,2,0,0.9
52037,20,0,0,1.0
52038,19,1,0,0.95
52039,20,0,0,1.0
52040,0,20,1,1.0
52041,0,20,1,1.0
52042,0,20,1,1.0
52043,20,0,0,1.0
52044,0,20,1,1.0
52045,3,17,1,0.85
52046,20,0,0,1.0
52047,0,20,1,1.0
52048,19,1,0,0.95
52049,20,0,0,1.0
52050,0,20,1,1.0
52051,0,20,1,1.0
52052,18,2,0,0.9
52053,0,20,1,1.0
52054,0,20,1,1.0
52055,20,0,0,1.0
52056,19,1,0,0.95
52057,1,19,1,0.95
52058,0,20,1,1.0
52059,2,18,1,0.9
52060,0,20,1,1.0
52061,0,20,1,1.0
52062,0,20,1,1.0
52063,20,0,0,1.0
52064,2,18,1,0.9
52065,0,20,1,1.0
52066,0,20,1,1.0
52067,18,2,0,0.9
52068,0,20,1,1.0
52069,0,20,1,1.0
52070,20,0,0,1.0
52071,15,5,0,0.75
52072,17,3,0,0.85
52073,1,19,1,0.95
52074,20,0,0,1.0
52075,20,0,0,1.0
52076,20,0,0,1.0
52077,0,20,1,1.0
52078,0,20,1,1.0
52079,1,19,1,0.95
52080,20,0,0,1.0
52081,20,0,0,1.0
52082,0,20,1,1.0
52083,20,0,0,1.0
52084,0,20,1,1.0
52085,17,3,0,0.85
52086,20,0,0,1.0
52087,19,1,0,0.95
52088,19,1,0,0.95
52089,20,0,0,1.0
52090,0,20,1,1.0
52091,0,20,1,1.0
52092,11,9,0,0.55
52093,6,14,1,0.7
52094,20,0,0,1.0
52095,20,0,0,1.0
52096,18,2,0,0.9
52097,0,20,1,1.0
52098,0,20,1,1.0
52099,16,4,0,0.8
52100,0,20,1,1.0
52101,2,18,1,0.9
52102,0,20,1,1.0
52103,20,0,0,1.0
52104,20,0,0,1.0
52105,0,20,1,1.0
52106,20,0,0,1.0
52107,0,20,1,1.0
52108,0,20,1,1.0
52109,20,0,0,1.0
52110,20,0,0,1.0
52111,19,1,0,0.95
52112,0,20,1,1.0
52113,0,20,1,1.0
52114,0,20,1,1.0
52115,5,15,1,0.75
52116,20,0,0,1.0
52117,7,13,1,0.65
52118,0,20,1,1.0
52119,0,20,1,1.0
52120,0,20,1,1.0
52121,0,20,1,1.0
52122,0,20,1,1.0
52123,1,19,1,0.95
52124,0,20,1,1.0
52125,18,2,0,0.9
52126,0,20,1,1.0
52127,20,0,0,1.0
52128,20,0,0,1.0
52129,20,0,0,1.0
52130,0,20,1,1.0
52131,18,2,0,0.9
52132,0,20,1,1.0
52133,20,0,0,1.0
52134,20,0,0,1.0
52135,0,20,1,1.0
52136,0,20,1,1.0
52137,0,20,1,1.0
52138,2,18,1,0.9
52139,7,13,1,0.65
52140,20,0,0,1.0
52141,20,0,0,1.0
52142,20,0,0,1.0
52143,0,20,1,1.0
52144,2,18,1,0.9
52145,12,8,0,0.6
52146,20,0,0,1.0
52147,20,0,0,1.0
52148,20,0,0,1.0
52149,0,20,1,1.0
52150,20,0,0,1.0
52151,20,0,0,1.0
52152,20,0,0,1.0
52153,1,19,1,0.95
52154,20,0,0,1.0
52155,20,0,0,1.0
52156,20,0,0,1.0
52157,0,20,1,1.0
52158,2,18,1,0.9
52159,20,0,0,1.0
52160,0,20,1,1.0
52161,0,20,1,1.0
52162,20,0,0,1.0
52163,20,0,0,1.0
52164,13,7,0,0.65
52165,0,20,1,1.0
52166,20,0,0,1.0
52167,20,0,0,1.0
52168,20,0,0,1.0
52169,20,0,0,1.0
52170,8,12,1,0.6
52171,0,20,1,1.0
52172,20,0,0,1.0
52173,0,20,1,1.0
52174,20,0,0,1.0
52175,20,0,0,1.0
52176,20,0,0,1.0
52177,20,0,0,1.0
52178,20,0,0,1.0
52179,20,0,0,1.0
52180,0,20,1,1.0
52181,0,20,1,1.0
52182,0,20,1,1.0
52183,20,0,0,1.0
52184,0,20,1,1.0
52185,20,0,0,1.0
52186,11,9,0,0.55
52187,0,20,1,1.0
52188,20,0,0,1.0
52189,1,19,1,0.95
52190,0,20,1,1.0
52191,20,0,0,1.0
52192,0,20,1,1.0
52193,0,20,1,1.0
52194,0,20,1,1.0
52195,0,20,1,1.0
52196,17,3,0,0.85
52197,20,0,0,1.0
52198,0,20,1,1.0
52199,20,0,0,1.0
52200,0,20,1,1.0
52201,20,0,0,1.0
52202,2,18,1,0.9
52203,8,12,1,0.6
52204,0,20,1,1.0
52205,0,20,1,1.0
52206,1,19,1,0.95
52207,0,20,1,1.0
52208,20,0,0,1.0
52209,14,6,0,0.7
52210,20,0,0,1.0
52211,20,0,0,1.0
52212,20,0,0,1.0
52213,0,20,1,1.0
52214,0,20,1,1.0
52215,0,20,1,1.0
52216,20,0,0,1.0
52217,20,0,0,1.0
52218,0,20,1,1.0
52219,12,8,0,0.6
52220,0,20,1,1.0
52221,0,20,1,1.0
52222,1,19,1,0.95
52223,0,20,1,1.0
52224,0,20,1,1.0
52225,20,0,0,1.0
52226,20,0,0,1.0
52227,4,16,1,0.8
52228,20,0,0,1.0
52229,0,20,1,1.0
52230,9,11,1,0.55
52231,20,0,0,1.0
52232,20,0,0,1.0
52233,0,20,1,1.0
52234,2,18,1,0.9
52235,0,20,1,1.0
52236,3,17,1,0.85
52237,0,20,1,1.0
52238,20,0,0,1.0
52239,2,18,1,0.9
52240,0,20,1,1.0
52241,20,0,0,1.0
52242,0,20,1,1.0
52243,20,0,0,1.0
52244,13,7,0,0.65
52245,19,1,0,0.95
52246,20,0,0,1.0
52247,11,9,0,0.55
52248,4,16,1,0.8
52249,20,0,0,1.0
52250,0,20,1,1.0
52251,1,19,1,0.95
52252,0,20,1,1.0
52253,20,0,0,1.0
52254,19,1,0,0.95
52255,0,20,1,1.0
52256,0,20,1,1.0
52257,0,20,1,1.0
52258,1,19,1,0.95
52259,17,3,0,0.85
52260,20,0,0,1.0
52261,20,0,0,1.0
52262,20,0,0,1.0
52263,1,19,1,0.95
52264,20,0,0,1.0
52265,19,1,0,0.95
52266,12,8,0,0.6
52267,0,20,1,1.0
52268,20,0,0,1.0
52269,4,16,1,0.8
52270,20,0,0,1.0
52271,20,0,0,1.0
52272,20,0,0,1.0
52273,20,0,0,1.0
52274,19,1,0,0.95
52275,20,0,0,1.0
52276,20,0,0,1.0
52277,19,1,0,0.95
52278,20,0,0,1.0
52279,20,0,0,1.0
52280,0,20,1,1.0
52281,20,0,0,1.0
52282,20,0,0,1.0
52283,20,0,0,1.0
52284,0,20,1,1.0
52285,0,20,1,1.0
52286,20,0,0,1.0
52287,13,7,0,0.65
52288,20,0,0,1.0
52289,20,0,0,1.0
52290,17,3,0,0.85
52291,0,20,1,1.0
52292,20,0,0,1.0
52293,20,0,0,1.0
52294,20,0,0,1.0
52295,20,0,0,1.0
52296,0,20,1,1.0
52297,20,0,0,1.0
52298,20,0,0,1.0
52299,0,20,1,1.0
52300,0,20,1,1.0
52301,20,0,0,1.0
52302,20,0,0,1.0
52303,0,20,1,1.0
52304,18,2,0,0.9
52305,19,1,0,0.95
52306,10,10,equal,0.5
52307,0,20,1,1.0
52308,20,0,0,1.0
52309,0,20,1,1.0
52310,19,1,0,0.95
52311,1,19,1,0.95
52312,18,2,0,0.9
52313,19,1,0,0.95
52314,20,0,0,1.0
52315,0,20,1,1.0
52316,20,0,0,1.0
52317,20,0,0,1.0
52318,0,20,1,1.0
52319,0,20,1,1.0
52320,0,20,1,1.0
52321,0,20,1,1.0
52322,0,20,1,1.0
52323,0,20,1,1.0
52324,20,0,0,1.0
52325,19,1,0,0.95
52326,0,20,1,1.0
52327,20,0,0,1.0
52328,7,13,1,0.65
52329,20,0,0,1.0
52330,0,20,1,1.0
52331,20,0,0,1.0
52332,0,20,1,1.0
52333,20,0,0,1.0
52334,20,0,0,1.0
52335,0,20,1,1.0
52336,0,20,1,1.0
52337,19,1,0,0.95
52338,0,20,1,1.0
52339,2,18,1,0.9
52340,20,0,0,1.0
52341,20,0,0,1.0
52342,20,0,0,1.0
52343,0,20,1,1.0
52344,14,6,0,0.7
52345,20,0,0,1.0
52346,20,0,0,1.0
52347,20,0,0,1.0
52348,19,1,0,0.95
52349,20,0,0,1.0
52350,17,3,0,0.85
52351,0,20,1,1.0
52352,20,0,0,1.0
52353,20,0,0,1.0
52354,0,20,1,1.0
52355,0,20,1,1.0
52356,20,0,0,1.0
52357,0,20,1,1.0
52358,0,20,1,1.0
52359,20,0,0,1.0
52360,1,19,1,0.95
52361,0,20,1,1.0
52362,20,0,0,1.0
52363,20,0,0,1.0
52364,0,20,1,1.0
52365,20,0,0,1.0
52366,20,0,0,1.0
52367,0,20,1,1.0
52368,20,0,0,1.0
52369,0,20,1,1.0
52370,0,20,1,1.0
52371,20,0,0,1.0
52372,0,20,1,1.0
52373,19,1,0,0.95
52374,20,0,0,1.0
52375,20,0,0,1.0
52376,3,17,1,0.85
52377,20,0,0,1.0
52378,20,0,0,1.0
52379,0,20,1,1.0
52380,20,0,0,1.0
52381,0,20,1,1.0
52382,0,20,1,1.0
52383,3,17,1,0.85
52384,19,1,0,0.95
52385,20,0,0,1.0
52386,0,20,1,1.0
52387,0,20,1,1.0
52388,20,0,0,1.0
52389,20,0,0,1.0
52390,0,20,1,1.0
52391,1,19,1,0.95
52392,0,20,1,1.0
52393,18,2,0,0.9
52394,20,0,0,1.0
52395,3,17,1,0.85
52396,20,0,0,1.0
52397,6,14,1,0.7
52398,20,0,0,1.0
52399,14,6,0,0.7
52400,20,0,0,1.0
52401,0,20,1,1.0
52402,4,16,1,0.8
52403,20,0,0,1.0
52404,2,18,1,0.9
52405,18,2,0,0.9
52406,1,19,1,0.95
52407,20,0,0,1.0
52408,0,20,1,1.0
52409,1,19,1,0.95
52410,0,20,1,1.0
52411,0,20,1,1.0
52412,2,18,1,0.9
52413,20,0,0,1.0
52414,20,0,0,1.0
52415,20,0,0,1.0
52416,0,20,1,1.0
52417,20,0,0,1.0
52418,0,20,1,1.0
52419,4,16,1,0.8
52420,20,0,0,1.0
52421,1,19,1,0.95
52422,0,20,1,1.0
52423,0,20,1,1.0
52424,18,2,0,0.9
52425,0,20,1,1.0
52426,15,5,0,0.75
52427,20,0,0,1.0
52428,15,5,0,0.75
52429,20,0,0,1.0
52430,11,9,0,0.55
52431,0,20,1,1.0
52432,18,2,0,0.9
52433,0,20,1,1.0
52434,19,1,0,0.95
52435,0,20,1,1.0
52436,19,1,0,0.95
52437,20,0,0,1.0
52438,3,17,1,0.85
52439,1,19,1,0.95
52440,3,17,1,0.85
52441,20,0,0,1.0
52442,0,20,1,1.0
52443,20,0,0,1.0
52444,0,20,1,1.0
52445,0,20,1,1.0
52446,20,0,0,1.0
52447,20,0,0,1.0
52448,20,0,0,1.0
52449,20,0,0,1.0
52450,0,20,1,1.0
52451,9,11,1,0.55
52452,0,20,1,1.0
52453,0,20,1,1.0
52454,19,1,0,0.95
52455,20,0,0,1.0
52456,0,20,1,1.0
52457,0,20,1,1.0
52458,11,9,0,0.55
52459,9,11,1,0.55
52460,20,0,0,1.0
52461,0,20,1,1.0
52462,20,0,0,1.0
52463,0,20,1,1.0
52464,16,4,0,0.8
52465,1,19,1,0.95
52466,0,20,1,1.0
52467,20,0,0,1.0
52468,20,0,0,1.0
52469,20,0,0,1.0
52470,2,18,1,0.9
52471,0,20,1,1.0
52472,1,19,1,0.95
52473,20,0,0,1.0
52474,20,0,0,1.0
52475,1,19,1,0.95
52476,3,17,1,0.85
52477,20,0,0,1.0
52478,20,0,0,1.0
52479,0,20,1,1.0
52480,20,0,0,1.0
52481,0,20,1,1.0
52482,0,20,1,1.0
52483,0,20,1,1.0
52484,0,20,1,1.0
52485,0,20,1,1.0
52486,20,0,0,1.0
52487,19,1,0,0.95
52488,0,20,1,1.0
52489,0,20,1,1.0
52490,0,20,1,1.0
52491,20,0,0,1.0
52492,20,0,0,1.0
52493,0,20,1,1.0
52494,0,20,1,1.0
52495,20,0,0,1.0
52496,0,20,1,1.0
52497,20,0,0,1.0
52498,0,20,1,1.0
52499,0,20,1,1.0
52500,0,20,1,1.0
52501,0,20,1,1.0
52502,0,20,1,1.0
52503,1,19,1,0.95
52504,0,20,1,1.0
52505,0,20,1,1.0
52506,0,20,1,1.0
52507,0,20,1,1.0
52508,0,20,1,1.0
52509,0,20,1,1.0
52510,0,20,1,1.0
52511,0,20,1,1.0
52512,19,1,0,0.95
52513,18,2,0,0.9
52514,0,20,1,1.0
52515,20,0,0,1.0
52516,0,20,1,1.0
52517,20,0,0,1.0
52518,20,0,0,1.0
52519,0,20,1,1.0
52520,0,20,1,1.0
52521,20,0,0,1.0
52522,20,0,0,1.0
52523,1,19,1,0.95
52524,20,0,0,1.0
52525,2,18,1,0.9
52526,20,0,0,1.0
52527,0,20,1,1.0
52528,0,20,1,1.0
52529,20,0,0,1.0
52530,0,20,1,1.0
52531,20,0,0,1.0
52532,20,0,0,1.0
52533,20,0,0,1.0
52534,7,13,1,0.65
52535,2,18,1,0.9
52536,16,4,0,0.8
52537,0,20,1,1.0
52538,19,1,0,0.95
52539,4,16,1,0.8
52540,1,19,1,0.95
52541,0,20,1,1.0
52542,20,0,0,1.0
52543,20,0,0,1.0
52544,0,20,1,1.0
52545,0,20,1,1.0
52546,20,0,0,1.0
52547,0,20,1,1.0
52548,0,20,1,1.0
52549,0,20,1,1.0
52550,0,20,1,1.0
52551,0,20,1,1.0
52552,1,19,1,0.95
52553,0,20,1,1.0
52554,20,0,0,1.0
52555,0,20,1,1.0
52556,0,20,1,1.0
52557,0,20,1,1.0
52558,20,0,0,1.0
52559,2,18,1,0.9
52560,20,0,0,1.0
52561,0,20,1,1.0
52562,1,19,1,0.95
52563,0,20,1,1.0
52564,0,20,1,1.0
52565,0,20,1,1.0
52566,20,0,0,1.0
52567,0,20,1,1.0
52568,18,2,0,0.9
52569,19,1,0,0.95
52570,2,18,1,0.9
52571,5,15,1,0.75
52572,0,20,1,1.0
52573,0,20,1,1.0
52574,0,20,1,1.0
52575,0,20,1,1.0
52576,19,1,0,0.95
52577,20,0,0,1.0
52578,20,0,0,1.0
52579,20,0,0,1.0
52580,20,0,0,1.0
52581,20,0,0,1.0
52582,20,0,0,1.0
52583,0,20,1,1.0
52584,20,0,0,1.0
52585,20,0,0,1.0
52586,0,20,1,1.0
52587,0,20,1,1.0
52588,20,0,0,1.0
52589,0,20,1,1.0
52590,20,0,0,1.0
52591,20,0,0,1.0
52592,20,0,0,1.0
52593,0,20,1,1.0
52594,20,0,0,1.0
52595,18,2,0,0.9
52596,17,3,0,0.85
52597,19,1,0,0.95
52598,0,20,1,1.0
52599,0,20,1,1.0
52600,20,0,0,1.0
52601,0,20,1,1.0
52602,20,0,0,1.0
52603,20,0,0,1.0
52604,20,0,0,1.0
52605,20,0,0,1.0
52606,0,20,1,1.0
52607,0,20,1,1.0
52608,20,0,0,1.0
52609,0,20,1,1.0
52610,20,0,0,1.0
52611,0,20,1,1.0
52612,19,1,0,0.95
52613,20,0,0,1.0
52614,19,1,0,0.95
52615,20,0,0,1.0
52616,0,20,1,1.0
52617,20,0,0,1.0
52618,0,20,1,1.0
52619,20,0,0,1.0
52620,20,0,0,1.0
52621,7,13,1,0.65
52622,20,0,0,1.0
52623,0,20,1,1.0
52624,20,0,0,1.0
52625,20,0,0,1.0
52626,6,14,1,0.7
52627,20,0,0,1.0
52628,0,20,1,1.0
52629,9,11,1,0.55
52630,20,0,0,1.0
52631,20,0,0,1.0
52632,0,20,1,1.0
52633,0,20,1,1.0
52634,0,20,1,1.0
52635,20,0,0,1.0
52636,0,20,1,1.0
52637,0,20,1,1.0
52638,0,20,1,1.0
52639,20,0,0,1.0
52640,20,0,0,1.0
52641,17,3,0,0.85
52642,0,20,1,1.0
52643,0,20,1,1.0
52644,20,0,0,1.0
52645,0,20,1,1.0
52646,0,20,1,1.0
52647,11,9,0,0.55
52648,20,0,0,1.0
52649,20,0,0,1.0
52650,0,20,1,1.0
52651,20,0,0,1.0
52652,0,20,1,1.0
52653,0,20,1,1.0
52654,20,0,0,1.0
52655,0,20,1,1.0
52656,0,20,1,1.0
52657,0,20,1,1.0
52658,0,20,1,1.0
52659,20,0,0,1.0
52660,20,0,0,1.0
52661,4,16,1,0.8
52662,2,18,1,0.9
52663,0,20,1,1.0
52664,0,20,1,1.0
52665,20,0,0,1.0
52666,0,20,1,1.0
52667,0,20,1,1.0
52668,20,0,0,1.0
52669,0,20,1,1.0
52670,0,20,1,1.0
52671,20,0,0,1.0
52672,20,0,0,1.0
52673,20,0,0,1.0
52674,5,15,1,0.75
52675,20,0,0,1.0
52676,0,20,1,1.0
52677,0,20,1,1.0
52678,20,0,0,1.0
52679,1,19,1,0.95
52680,20,0,0,1.0
52681,0,20,1,1.0
52682,20,0,0,1.0
52683,20,0,0,1.0
52684,20,0,0,1.0
52685,20,0,0,1.0
52686,0,20,1,1.0
52687,20,0,0,1.0
52688,20,0,0,1.0
52689,2,18,1,0.9
52690,0,20,1,1.0
52691,0,20,1,1.0
52692,0,20,1,1.0
52693,18,2,0,0.9
52694,0,20,1,1.0
52695,20,0,0,1.0
52696,0,20,1,1.0
52697,20,0,0,1.0
52698,20,0,0,1.0
52699,19,1,0,0.95
52700,20,0,0,1.0
52701,8,12,1,0.6
52702,0,20,1,1.0
52703,18,2,0,0.9
52704,20,0,0,1.0
52705,19,1,0,0.95
52706,14,6,0,0.7
52707,20,0,0,1.0
52708,19,1,0,0.95
52709,20,0,0,1.0
52710,0,20,1,1.0
52711,20,0,0,1.0
52712,1,19,1,0.95
52713,0,20,1,1.0
52714,0,20,1,1.0
52715,0,20,1,1.0
52716,20,0,0,1.0
52717,15,5,0,0.75
52718,0,20,1,1.0
52719,20,0,0,1.0
52720,0,20,1,1.0
52721,20,0,0,1.0
52722,4,16,1,0.8
52723,1,19,1,0.95
52724,0,20,1,1.0
52725,20,0,0,1.0
52726,8,12,1,0.6
52727,16,4,0,0.8
52728,12,8,0,0.6
